sentiment,text,text_length,word_count,text_raw,text_clean,clean_word_count,label
positive,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",218,41,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",finnish airline finnair deal uk public sector official airline flight london heathrow osaka japan well flight manchester uk helsinki finland,20,2
positive,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,118,23,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,finnish cargotec awarded significant order total hiab loader crane bae system u,12,2
positive,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,95,16,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,finnish cargotec kalmar received significant order u department defense,9,2
positive,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,164,29,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,finnish outotec awarded contract supply new zinc roaster gas cleaning sulphuric acid plant ozk kardzhali zinc smelter bulgaria,18,2
positive,"Finnish P+¦yry has been awarded an engineering contract by CFR , the national railway company of Romania .",106,18,"Finnish P+¦yry has been awarded an engineering contract by CFR , the national railway company of Romania .",finnish p awarded engineering contract cfr national railway company romania,10,2
positive,"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",142,24,"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",according report neomarkka kuitu finland customer interested buying company product restarts production,12,2
positive,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",202,35,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",result distribution company start distribute addition current product offering shimano reel rod shimano fishing tackle product exclusive basis,18,2
positive,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,116,18,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,cargotec germany gmbh awarded contract stadtverwaltung mainz chassis body open procedure,11,2
positive,CEO Erkki J+Ærvinen is happy with the company 's performance in 2010 .,70,13,CEO Erkki J+Ærvinen is happy with the company 's performance in 2010 .,ceo erkki j ærvinen happy company performance,7,2
positive,Deliveries have started and the network will be ready for a launch soon .,73,14,Deliveries have started and the network will be ready for a launch soon .,delivery started network ready launch soon,6,2
positive,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",134,24,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",earnings per share quarter also higher year year eur versus market expectation eur,13,2
positive,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",81,16,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",ebitda year improved compared,4,2
positive,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",283,49,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",estonian telecom company elisa customer number cross tallinn oct bns estonian telecommunication company elisa approximately new client nine month year bringing number end september company said,26,2
positive,"Exel Composites ' long-term growth prospects remain favourable , however .",74,11,"Exel Composites ' long-term growth prospects remain favourable , however .",exel composite long term growth prospect remain favourable however,9,2
positive,fi is developing cooperation in keyword advertising with Microsoft .,68,10,fi is developing cooperation in keyword advertising with Microsoft .,fi developing cooperation keyword advertising microsoft,6,2
positive,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",207,36,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",finnish construction group lemminkainen oyj hel said today contract provide technical service nevsky centre shopping mall opened november st petersburg russia,21,2
positive,Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,133,19,Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,finnish mobile operator dna function subcontractor maingate responsible telecommunication connection,10,2
positive,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",215,35,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",finnish software developer basware oyj said november u subsidiary basware inc order provide software contract lifecycle management unnamed u medical technology company,22,2
neutral,"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging customer events in conjunction with World Cup skiing competitions .",158,26,"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging customer events in conjunction with World Cup skiing competitions .",honka subsidiary france germany also benefit example arranging customer event conjunction world cup skiing competition,15,1
positive,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",138,25,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",however sale volume food industry expected remain relatively good level finland scandinavia atrium said,14,2
positive,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,170,30,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,incap lankapaja aim enter actual agreement transfer sheet metal production buyer february order complete transfer march,16,2
positive,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,144,26,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,mr kivimeister said john deer former timberjack stand win situation control around estonia forest machinery market,16,2
positive,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,101,17,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,nokia elisa work together bring superior mobile gaming experience elisa customer,11,2
positive,Nordea sees a return to positive growth for the Baltic countries in 2011 .,74,14,Nordea sees a return to positive growth for the Baltic countries in 2011 .,nordea see return positive growth baltic country,7,2
positive,Operating profit improved by 16.7 % to EUR 7.7 mn .,51,11,Operating profit improved by 16.7 % to EUR 7.7 mn .,operating profit improved eur mn,5,2
positive,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,69,15,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,operating profit improved eur mn mn,6,2
positive,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,74,17,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,operating profit improved er mn eur mn,7,2
positive,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,59,12,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,operating profit improved eur mn eur mn,7,2
positive,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,85,13,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,outokumpu chief executive juha rantanen expressed confidence china market,9,2
positive,"Previously , the company anticipated its operating profit to improve over the same period .",91,15,"Previously , the company anticipated its operating profit to improve over the same period .",previously company anticipated operating profit improve period,7,2
positive,Productional situation has now improved .,41,6,Productional situation has now improved .,productional situation improved,3,2
positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,175,30,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,rautaruukki said construction group yit awarded mln eur contract supply steel structure new bridge spanning kemijoki river northern finland,19,2
positive,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",110,23,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",sale came mln eur compared mln also beating consensus forecast mln eur,12,2
positive,"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",67,13,"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",sale vat inclusive expanded percent million euro,7,2
positive,Strong growth has continued also in China .,43,8,Strong growth has continued also in China .,strong growth continued also china,5,2
positive,Synergy benefits will start to materialise in the second quarter .,66,11,Synergy benefits will start to materialise in the second quarter .,synergy benefit start materialise second quarter,6,2
positive,Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,180,26,Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,teleste sentry formed integration partnership sentry advanced degree immersive camera product line teleste enterprise video management system,17,2
positive,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",151,26,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",thanks multiplying effect wagon performance transport much efficient say development manager juha malkia vr cargo,15,2
positive,The ` buy ' recommendation was reiterated .,43,8,The ` buy ' recommendation was reiterated .,buy recommendation reiterated,3,2
positive,The aim is to achieve EUR 2.5 mn yearly savings .,49,11,The aim is to achieve EUR 2.5 mn yearly savings .,aim achieve eur mn yearly saving,6,2
positive,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,95,21,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,borrower happy roadshow paid hit ratio high,7,2
positive,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",211,37,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",company make garden tool scissors consumer good said earnings boosted mln eur income received pct shareholding finnish engineering group wartsila,20,2
positive,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,123,23,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,company anticipates turnover whole surpass previous year eur million,9,2
neutral,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,145,24,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,company negotiated amendment financial covenant present credit agreement regard situation september,11,1
positive,The EPS improved to EUR0 .38 from EUR0 .27 .,44,10,The EPS improved to EUR0 .38 from EUR0 .27 .,eps improved,2,2
positive,The expansion aims to attract new customers both in Finland and abroad .,72,13,The expansion aims to attract new customers both in Finland and abroad .,expansion aim attract new customer finland abroad,7,2
positive,The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,198,28,The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,federal secretary transport communication mexico awarded poyry mexican partner sintra consulting contract connection buenavista cuautitlan suburban railway,17,2
positive,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",128,26,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",financial impact estimated annual improvement division result fiscal year,9,2
positive,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",133,24,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",financial impact estimated meur annual improvement division result starting fiscal year,11,2
positive,The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,77,14,The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,finnish group anticipates sale gain tax expense,7,2
positive,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",111,24,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",launch plant june went well producing advanced fuel couple week,10,2
positive,The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,109,18,The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,party agreed negotiate definitive distribution license agreement end june,9,2
positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,150,26,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,rationalization operation seek achieve eur million yearly saving second quarter current financial year,13,2
positive,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",209,38,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",sale result gain eur million second quarter oriola kd support finnish company strategy focus pharmaceutical wholesale retail operation,18,2
positive,The stock of new machines is reasonably small and new orders bring work .,73,14,The stock of new machines is reasonably small and new orders bring work .,stock new machine reasonably small new order bring work,9,2
positive,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,132,21,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,third order awarded outokumpu technology shalkiya zinc kazakhstan shalkiya zinc lead project kazakhstan,13,2
positive,These companies will be able to keep their market positions .,61,11,These companies will be able to keep their market positions .,company able keep market position,5,2
positive,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,138,22,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,acquisition support strategy close customer around world offering equipment related service,11,2
neutral,This lays a foundation for sustainable business development for the long term .,79,13,This lays a foundation for sustainable business development for the long term .,lay foundation sustainable business development long term,7,1
positive,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",128,18,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",turun kaupunkin finland based company awarded contract lemminkainen talotekniikka oy electrical installation work,13,2
positive,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,256,42,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,world biggest magazine paper maker said program improve efficiency include closing several least competitive mill would cover company operation resulting annual saving million u million,25,2
positive,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,110,18,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,moderate significant change resulted significant reduction estimated cvd risk,9,2
positive,Uponor improved its performance in spite of the decrease in residential construction in the US .,96,16,Uponor improved its performance in spite of the decrease in residential construction in the US .,uponor improved performance spite decrease residential construction u,8,2
neutral,The inventor was issued U.S. Patent No. .,41,8,The inventor was issued U.S. Patent No. .,inventor issued u patent,4,1
positive,"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",184,30,"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",israeli cable network operator hot telecom chosen teleste international technology group exclusive provider fttx equipment israel according teleste today,19,2
neutral,Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,217,35,Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,incap corporation stock exchange release may incap corporation directed share issue subscribed full board incap corporation approved subscription directed share issue,21,1
neutral,"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",152,25,"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",amer sport divests industrial site rumilly france announcement distributed thomson reuters behalf thomson reuters client,15,1
neutral,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",112,17,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",simultaneously responsibility area extended legal affair cover also merger acquisition,10,1
neutral,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,180,33,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,board director proposed extraordinary general meeting authorise board decide issuance maximum new share one share issue,16,1
neutral,`` BG Crane has been a strong partner for Hiab in Australia for many years .,76,16,`` BG Crane has been a strong partner for Hiab in Australia for many years .,bg crane strong partner hiab australia many year,8,1
neutral,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",129,27,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",plant ground continue grow success garden lie well maintained,9,1
neutral,"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",98,18,"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",purchase site worth million thames gateway provide home,8,1
neutral,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",138,20,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",poyry contract includes engineering management civil detail engineering service time scheduling procurement service,13,1
neutral,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix .",182,35,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix .",group brand portfolio includes leading brand industry rapala global brand like vmc storm blue fox luhr jensen williamson marttiini sufix,20,1
neutral,"It 's `` finger-friendly '' , and to my opinion , really fast .",63,14,"It 's `` finger-friendly '' , and to my opinion , really fast .",finger friendly opinion really fast,5,1
neutral,"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here .",95,23,"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here .",thanks nokia lulu proud published novel found,7,1
neutral,"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .",135,26,"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .",summer collection joyfully fresh like vitamin injection said h head design margareta van den bosch,15,1
neutral,"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",159,27,"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",maximum employee work karttakeskus responsible producing geographic information service affected company added,12,1
positive,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",177,34,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",marubeni marubeni corporation tse adr maruy established core company marubeni group one japan leading general trading house,17,2
neutral,"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community .",183,26,"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community .",midnighttrader midnighttrader premier source extended hour u equity trading analysis news forecasting retail institutional investment community,16,1
neutral,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,115,16,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,juha pekka weckstr appointed president telecom group teliasonera finland succeed esa rautalinko,12,1
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",112,18,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",according pietinalho doctor motivate patient smoke every time visit doctor,10,1
neutral,"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .",97,19,"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .",according original merger plan scanfil would get stake combined business,10,1
neutral,"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .",211,43,"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .",according ultrascan software acquired cracker managed change mobile phone way phone able get hold one time password sent bank via text message,22,1
neutral,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs .",176,27,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs .",additionally retailer use hardware across task store throughout warehouse providing substantial saving support infrastructure cost,15,1
neutral,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",155,25,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",addus service include personal care assistance activity daily living skilled nursing rehabilitative therapy adult day care,16,1
neutral,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",280,49,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",aldata solution oyj bertrand sciard president ceo information aldata solution oyj bertrand sciard president ceo tel aldata retail wholesale aldata business dedicated retail wholesale business improvement,26,1
neutral,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,111,25,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,alfa group voting stock new company telenor free float,9,1
neutral,All are welcome .,17,4,All are welcome .,welcome,1,1
neutral,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,114,15,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,altogether subject mildly elevated cholesterol level participated four month long intervention,11,1
neutral,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",132,23,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",additional amount capped payable cash upon achievement certain financial performance target,11,1
neutral,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",129,24,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",arto ryymin born replace juhani kaisanlahti worked acting evp healthcare welfare since august,13,1
neutral,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,81,14,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,capman haavisto responsible group finance accounting,6,1
positive,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",137,23,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",implementing software finnish army aim unify improve operation application area qpr software stated,13,2
neutral,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",302,52,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",cablevision system corp cvc madison square garden division owns operates new york knickerbockers basketball team also madison square garden arena new york ranger hockey team new york liberty woman basketball team hartford wolf pack hockey team,36,1
neutral,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",201,37,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",capman six investment area capman buyout capman technology capman life science capman russia capman public market capman real estate dedicated team fund,22,1
neutral,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",191,33,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",capman plc press release march jukka ruuska president omx nordic exchange stockholm stock exchange transfer capman effective later september,19,1
neutral,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",189,30,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",cent profile contains business operation company history major product service prospect key competitor structure key employee location subsidiary,18,1
neutral,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-£323-£6201 USA .",171,32,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-£323-£6201 USA .",conference call participate via conference call please dial minute beginning event europe usa,13,1
neutral,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,89,16,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,construction scheduled start april june completed early,7,1
neutral,"FinancialWire tm is a fully independent , proprietary news wire service .",73,12,"FinancialWire tm is a fully independent , proprietary news wire service .",financialwire tm fully independent proprietary news wire service,8,1
neutral,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .,147,23,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .,finnish civil aviation administration decided temporarily reopen finnish capital helsinki airport since p p monday local time,17,1
positive,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning - Magazine 's 2011 Teachers ' Choice Award for the Classroom .",131,25,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning - Magazine 's 2011 Teachers ' Choice Award for the Classroom .",fiskars world scissors brand tm recently learning magazine teacher choice award classroom,12,2
neutral,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",240,40,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",founded strand associate provides civil environmental transportation electrical mechanical engineering service employee office wisconsin alabama illinois indiana kentucky ohio,19,1
neutral,Halonen 's office acknowledged receiving the letter but declined comment .,74,11,Halonen 's office acknowledged receiving the letter but declined comment .,halonen office acknowledged receiving letter declined comment,7,1
positive,He believes that the soy-oats have a good chance of entering the UK market .,76,15,He believes that the soy-oats have a good chance of entering the UK market .,belief soy oat good chance entering uk market,8,2
